State   County  Year    UFOSightingCount   Population_Density   Housing_Density
North Carolina  transylvania  2009  2  87.4  50.6
Mississippi  rankin  2002  1  182.6  72.8
Oklahoma  delaware  2001  1  56.2  33.6
Nevada  lyon  2009  1  26.0  11.3
Illinois  champaign  2010  1  201.8  87.9
Colorado  weld  2007  4  63.4  24.1
Rhode Island  kent  2006  1  985.9  437.3
California  nevada  2010  2  103.1  54.9
California  tulare  2004  5  91.7  29.4
Ohio  clark  2007  3  348.0  154.5
Wyoming  fremont  2002  1  4.4  1.9
Massachusetts  worcester  2003  6  528.6  216.3
Missouri  wayne  2003  1  17.8  10.6
Colorado  larimer  1997  1  96.7  40.5
Oregon  washington  1992  1  615.3  247.2
Missouri  reynolds  2006  1  8.3  5.0
Missouri  cass  2008  2  142.8  57.4
Tennessee  henry  2008  1  57.5  30.3
Kentucky  montgomery  2007  1  134.3  59.3
Virginia  madison  2007  3  41.5  18.5
Idaho  bonner  2007  1  23.6  14.2
Virginia  nelson  1999  1  30.6  18.1
Utah  weber  1999  1  341.5  122.4
Florida  pinellas  2001  2  3347.5  1839.4
Arizona  graham  1996  1  7.2  2.5
Iowa  ida  2002  1  16.4  7.9
Kentucky  perry  2007  1  84.5  37.7
California  san diego  1994  4  670.0  247.7
Massachusetts  suffolk  2009  7  12415.6  5425.6
Idaho  ada  2002  1  372.8  151.5
Mississippi  jackson  2007  2  193.2  83.1
Massachusetts  essex  2006  6  1508.8  622.8
Ohio  clinton  2002  1  102.9  44.4
Idaho  cassia  2003  1  8.9  3.3
Texas  taylor  2004  1  143.6  60.9
Iowa  decatur  2010  1  15.9  7.2
Virginia  accomack  1999  1  84.1  42.9
Virginia  middlesex  2009  1  84.1  54.7
Colorado  arapahoe  1999  14  607.6  245.1
Tennessee  hamilton  2003  2  620.3  278.6
Wisconsin  brown  1995  2  429.0  170.6
New York  saratoga  1995  1  247.1  106.8
Kentucky  boyd  2006  1  309.9  136.4
Ohio  mahoning  2006  3  580.2  271.7
Maryland  anne arundel  1998  4  1177.2  449.4
Texas  tarrant  2000  6  1675.0  655.3
California  san luis obispo  2008  13  81.7  35.6
Maine  aroostook  2003  2  10.8  5.9
Texas  fort bend  2010  5  679.5  228.7
New Jersey  essex  2006  4  6211.5  2479.6
Kentucky  lawrence  2003  1  38.2  17.5
Texas  burnet  2005  5  43.0  21.0
Indiana  whitley  2000  1  91.5  37.4
South Carolina  orangeburg  2007  1  83.6  38.4
California  mariposa  2001  1  12.6  7.0
Illinois  peoria  2008  2  301.2  134.1
California  san bernardino  2010  17  101.5  34.9
Texas  galveston  1994  1  627.8  280.4
Oregon  lane  1999  4  70.9  30.5
Oregon  yamhill  2007  5  138.6  51.8
Georgia  fulton  1997  1  1543.5  659.5
Wisconsin  winnebago  1995  2  357.4  147.6
California  kern  2003  8  103.3  35.0
Oregon  curry  1999  2  13.0  7.0
Arkansas  union  2008  1  40.1  18.9
North Carolina  forsyth  2009  2  859.2  384.4
New Mexico  catron  2006  2  0.5  0.5
Kentucky  graves  1995  1  66.6  29.4
North Carolina  watauga  2004  3  163.4  102.8
Tennessee  williamson  1999  3  217.3  80.7
Oklahoma  caddo  2001  1  23.2  10.3
Missouri  mcdonald  2008  3  42.8  18.4
New York  otsego  1998  1  61.5  28.4
Missouri  ozark  2003  1  13.1  7.6
Missouri  nodaway  2008  1  26.6  10.9
Texas  mclennan  1997  2  204.9  81.4
Oklahoma  creek  2006  4  73.6  31.3
North Carolina  carteret  2007  2  131.3  95.2
Delaware  kent  2010  1  276.9  111.5
Michigan  van buren  2009  1  125.5  60.6
Tennessee  haywood  2000  1  37.1  15.2
Indiana  miami  2004  1  98.7  41.4
Utah  emery  1997  1  2.4  0.9
New Jersey  middlesex  2008  5  2621.6  954.3
Pennsylvania  franklin  2004  1  193.7  81.9
Colorado  el paso  2009  9  292.6  118.9
Georgia  carroll  2009  2  221.5  89.4
Texas  carson  2009  1  6.7  3.0
Colorado  adams  1993  1  305.3  111.2
Virginia  spotsylvania  2004  1  304.9  112.5
Illinois  fayette  1998  1  30.4  12.6
Maryland  wicomico  2005  1  263.7  110.0
Texas  hall  2000  1  4.2  2.2
Tennessee  hawkins  2000  1  110.1  50.2
Virginia  chesterfield  2009  1  747.1  289.5
Arizona  navajo  1999  1  9.8  4.8
New York  niagara  1999  1  420.4  183.0
Washington  thurston  2005  4  349.4  149.8
Oklahoma  bryan  2010  1  46.9  21.7
Ohio  marion  1999  1  164.0  65.1
North Carolina  wake  2010  8  1078.8  445.2
Virginia  washington  2003  2  97.8  45.6
Washington  cowlitz  1996  3  81.6  33.9
North Dakota  grand forks  2009  2  46.5  20.4
Montana  sanders  2002  1  4.1  2.4
Arizona  pima  1993  1  91.8  39.9
Connecticut  fairfield  2009  16  1467.2  578.1
Washington  kittitas  2005  1  17.8  9.5
Arkansas  hempstead  2001  1  31.1  14.3
Ohio  richland  2005  1  251.3  110.2
West Virginia  monongalia  2006  1  267.1  120.1
Missouri  webster  1999  1  52.3  20.3
Maryland  cecil  1999  1  246.9  99.0
Indiana  fulton  1998  1  55.7  24.8
Nevada  lyon  1998  1  17.3  7.2
New Jersey  monmouth  2002  11  1344.7  551.2
Colorado  summit  2009  1  46.0  49.1
New Hampshire  grafton  1998  1  47.7  25.5
Colorado  routt  1992  1  8.3  4.7
Alabama  lee  1993  1  189.1  82.7
Oklahoma  garvin  2006  2  34.4  16.0
Massachusetts  bristol  1995  2  961.7  390.1
Wyoming  park  2009  1  4.1  2.0
Texas  lavaca  2010  1  19.9  10.7
Oregon  washington  2003  27  731.4  293.3
Arkansas  franklin  2010  2  29.8  13.2
Colorado  larimer  2006  4  115.4  51.1
Missouri  howell  1994  1  40.1  17.6
Georgia  chatham  2009  1  621.7  279.8
Maine  cumberland  2000  4  317.9  146.7
Utah  weber  2000  4  341.5  122.4
Florida  pinellas  2008  4  3347.5  1839.4
Nevada  washoe  2008  10  66.9  29.3
California  santa clara  2005  21  1381.0  489.8
Texas  bell  2010  2  295.2  119.4
Missouri  newton  2004  3  93.0  38.9
Florida  okaloosa  2006  1  194.4  99.3
New Hampshire  coos  2000  1  18.4  10.9
Iowa  cerro gordo  2004  1  77.7  39.0
Texas  bastrop  2005  4  83.5  33.0
Idaho  canyon  2001  1  321.6  118.2
Arizona  maricopa  2007  54  414.9  178.2
Arkansas  lonoke  2004  1  88.7  35.3
Arizona  cochise  2004  1  21.3  9.6
Arkansas  faulkner  2008  2  174.8  71.9
Connecticut  new haven  1999  6  1360.6  562.6
Arkansas  crawford  2004  1  104.4  44.0
Georgia  bryan  2007  1  69.3  27.2
Texas  gregg  1992  1  406.4  169.1
Oregon  clackamas  1999  10  181.1  73.3
Pennsylvania  indiana  2008  1  107.5  46.2
California  plumas  2005  1  7.8  6.1
California  orange  2009  46  3807.7  1326.8
North Carolina  iredell  2003  1  277.8  120.3
Virginia  accomack  2006  1  73.8  46.7
Michigan  cass  2002  1  106.7  52.8
Texas  hays  1996  4  144.0  52.6
Colorado  arapahoe  2008  15  716.7  298.6
Texas  dallas  2002  12  2718.0  1082.6
Illinois  kane  2010  14  990.8  350.1
Ohio  lawrence  1999  2  137.0  59.8
Washington  spokane  1997  2  237.0  99.2
Alabama  morgan  2009  1  206.3  88.4
California  alameda  2006  12  2043.6  788.3
Idaho  benewah  2006  1  12.0  6.0
Colorado  park  2006  3  7.4  6.4
New Jersey  essex  1999  2  6285.4  2383.9
Montana  carbon  2005  1  4.9  3.1
Georgia  cobb  2002  6  2026.4  843.7
Virginia  culpeper  2008  2  123.1  46.6
Ohio  huron  2007  1  121.3  51.3
Missouri  christian  1995  1  96.4  38.8
Iowa  warren  2002  1  81.1  32.2
Michigan  bay  2008  1  243.7  109.0
South Carolina  orangeburg  2008  1  83.6  38.4
Michigan  saginaw  2000  4  259.6  105.7
Kentucky  simpson  2009  2  74.0  31.7
North Carolina  mecklenburg  2008  11  1755.5  760.7
South Carolina  dillon  2006  1  79.2  33.9
Illinois  peoria  2001  1  301.2  134.1
Vermont  rutland  2010  2  66.3  36.3
Ohio  ottawa  2008  3  162.5  109.5
Tennessee  perry  2006  1  19.1  11.1
Nebraska  lincoln  2004  2  14.2  6.5
Kansas  rush  2005  1  4.6  2.6
Montana  stillwater  2006  1  5.1  2.7
Nebraska  lancaster  1999  2  298.4  124.2
Texas  limestone  2004  2  25.8  11.6
Illinois  dupage  2004  8  2799.8  1087.6
New Mexico  guadalupe  2005  1  1.5  0.8
California  kern  2008  13  103.3  35.0
California  riverside  2003  22  303.8  111.1
California  los angeles  2007  106  2419.6  849.0
Nevada  elko  1999  3  2.6  1.1
North Carolina  watauga  1995  1  136.6  74.1
New Mexico  luna  2010  1  8.5  3.7
California  imperial  2004  1  41.8  13.4
Texas  denton  2003  4  754.3  291.6
Delaware  kent  2001  1  276.9  111.5
Virginia  mathews  1997  1  107.5  62.2
Wisconsin  waushara  2002  1  39.1  23.7
Tennessee  claiborne  2007  1  74.1  34.2
Florida  alachua  1993  1  249.3  108.8
New Mexico  rio arriba  2002  1  6.9  3.4
New Hampshire  hillsborough  1992  1  434.6  171.1
California  siskiyou  1998  2  7.0  3.5
Kentucky  daviess  2007  1  210.9  90.4
New York  chautauqua  2008  1  127.2  63.1
Montana  glacier  2002  1  4.5  1.8
Texas  sherman  2000  1  3.5  1.4
Texas  randall  2003  1  132.4  56.6
Maryland  baltimore  2005  7  1345.5  561.0
Kansas  logan  2009  1  2.6  1.3
Florida  pasco  2002  6  622.2  306.5
New York  niagara  2008  1  414.4  189.8
Wisconsin  adams  1999  1  28.8  21.8
New York  nassau  2007  7  4704.8  1645.0
Texas  harrison  2009  1  72.9  30.8
Washington  clallam  2010  6  41.1  20.5
New York  onondaga  2010  3  600.0  260.0
New Mexico  dona ana  2000  2  45.9  17.1
Michigan  ottawa  2008  3  468.2  181.9
Florida  putnam  2006  1  102.2  51.3
Utah  utah  1995  1  184.4  52.2
West Virginia  wayne  2004  1  84.0  38.0
Florida  polk  1995  2  258.2  120.8
North Carolina  wake  2001  7  1078.8  445.2
Oklahoma  mccurtain  2001  1  17.9  8.4
Indiana  lagrange  2003  1  97.8  37.1
North Carolina  cabarrus  2005  2  492.1  198.9
Michigan  eaton  1997  1  179.8  73.1
Connecticut  fairfield  2000  4  1410.3  542.4
Virginia  montgomery  2006  1  243.9  99.7
Indiana  porter  2004  1  393.0  158.3
Colorado  summit  2000  1  38.7  39.8
New Hampshire  grafton  2001  4  52.2  29.9
Arkansas  johnson  2001  1  38.7  17.1
Alaska  kenai peninsula  2003  1  3.4  1.9
Oregon  washington  2010  12  731.4  293.3
Indiana  grant  2004  1  169.2  73.5
Texas  pecos  2003  1  3.3  1.2
Missouri  cass  1994  1  117.4  45.3
Arizona  pinal  2004  11  70.0  29.7
Connecticut  litchfield  1999  1  198.1  86.2
Tennessee  bedford  1999  1  79.4  31.6
Massachusetts  plymouth  2009  3  750.9  303.7
Georgia  hart  2008  1  108.5  56.0
Maine  cumberland  2009  4  337.2  166.0
Utah  weber  2009  3  401.4  149.6
Colorado  mesa  2010  1  44.1  18.8
Nevada  washoe  2007  9  66.9  29.3
Texas  wichita  2006  3  209.5  88.5
South Dakota  lyman  2007  1  2.3  1.0
Texas  bell  2003  3  295.2  119.4
Pennsylvania  washington  2003  1  242.5  108.5
Idaho  canyon  2010  1  321.6  118.2
Arizona  maricopa  1998  33  333.8  135.8
Illinois  mason  1996  2  29.8  13.0
Delaware  new castle  2006  5  1263.2  510.2
Texas  bexar  1999  1  1117.2  418.1
California  marin  2005  5  485.1  213.7
Indiana  daviess  2005  1  73.7  29.0
Georgia  columbia  2009  2  427.6  167.6
California  orange  2002  13  3807.7  1326.8
Kansas  wyandotte  1999  3  1042.9  435.2
Texas  polk  2009  1  43.0  21.5
Virginia  accomack  2009  1  73.8  46.7
Colorado  costilla  2007  1  2.9  2.1
North Carolina  iredell  2008  2  277.8  120.3
Virginia  pittsylvania  2002  1  65.5  32.3
Illinois  kane  2003  7  990.8  350.1
Idaho  bannock  2006  1  74.5  29.8
Texas  jeff davis  2008  2  1.0  0.7
Washington  spokane  2010  2  267.2  114.2
Maryland  anne arundel  2008  4  1295.9  512.3
North Carolina  richmond  1999  1  98.2  42.0
Florida  manatee  1995  3  356.3  186.4
New York  seneca  2008  2  108.9  49.6
Arizona  coconino  1997  6  6.2  2.9
New Jersey  burlington  1996  1  526.2  200.5
New Hampshire  rockingham  1995  1  399.1  162.6
Minnesota  nicollet  2002  1  73.0  28.7
Michigan  oakland  2005  11  1385.7  607.7
Washington  douglas  2002  5  21.1  8.8
Virginia  culpeper  2003  1  123.1  46.6
Colorado  douglas  1995  1  209.2  75.4
Georgia  cobb  2009  12  2026.4  843.7
New York  putnam  2004  2  432.9  166.0
Oklahoma  ottawa  1999  1  70.4  31.5
Ohio  fulton  2006  1  105.3  42.9
Alabama  shelby  2003  3  248.5  103.2
Colorado  teller  1998  1  36.9  18.6
Georgia  fulton  2003  3  1748.0  830.0
North Carolina  chatham  2008  3  93.1  42.1
Wisconsin  winnebago  2005  3  384.3  168.8
Kansas  seward  1994  1  35.2  12.6
Idaho  lemhi  2008  2  1.7  1.0
Texas  ellis  2006  5  159.9  58.1
Missouri  dent  2004  1  20.8  9.7
Michigan  chippewa  2010  1  24.7  13.6
North Carolina  wilkes  2010  1  91.9  43.8
Maine  hancock  1996  1  32.6  21.4
Alabama  marion  2001  1  41.5  19.9
New York  monroe  2007  7  1132.6  487.8
Nevada  elko  2006  1  2.8  1.1
Oklahoma  tulsa  2001  2  1058.1  470.7
New York  allegany  2010  1  47.6  25.4
California  imperial  1997  1  34.1  10.5
Michigan  manistee  2006  1  45.6  28.9
Texas  denton  2008  10  754.3  291.6
Georgia  bibb  2007  1  622.8  278.9
Georgia  coffee  2009  1  73.7  29.7
Wisconsin  eau claire  1998  1  146.1  58.8
Georgia  harris  2009  2  69.0  28.9
Arkansas  phillips  1991  1  38.2  15.7
Arkansas  washington  2001  2  215.6  93.2
Georgia  carroll  1999  1  174.9  68.3
Georgia  jasper  2001  1  37.8  16.7
Texas  nueces  2005  1  405.8  168.2
Montana  silver bow  1993  1  48.2  22.5
Indiana  hamilton  2009  12  696.4  270.8
Florida  volusia  1995  1  401.9  192.1
Wisconsin  marathon  2010  1  86.8  37.4
New York  niagara  2001  1  414.4  189.8
South Carolina  pickens  2005  2  240.2  103.2
Texas  rains  1998  1  39.4  19.5
Texas  reagan  2005  1  2.9  1.2
New York  nassau  2008  12  4704.8  1645.0
Michigan  jackson  1994  1  224.2  89.0
Utah  salt lake  2005  5  1387.1  490.4
Colorado  elbert  2001  1  12.5  4.8
New York  westchester  2006  3  2204.7  861.4
Tennessee  white  2003  1  68.6  30.6
West Virginia  nicholas  2006  1  40.6  20.2
Washington  benton  2007  4  103.0  40.4
New York  onondaga  2001  3  600.0  260.0
California  ventura  2009  21  446.7  152.8
Oregon  klamath  2008  3  11.2  5.5
Indiana  clinton  2003  3  82.0  32.9
Texas  austin  2000  1  36.1  15.6
Michigan  osceola  2001  1  41.5  24.1
West Virginia  wayne  1995  1  84.8  37.8
New York  sullivan  1999  2  76.3  46.1
Ohio  tuscarawas  2004  1  163.1  70.8
Missouri  dunklin  2008  1  59.1  26.6
South Carolina  charleston  1997  1  337.5  153.5
Arizona  gila  1996  1  10.8  5.9
New Jersey  mercer  2006  2  1632.2  637.6
Arizona  la paz  1997  1  4.4  3.4
Connecticut  fairfield  1995  3  1410.3  542.4
Michigan  eaton  2006  4  187.4  81.8
New Jersey  monmouth  1996  1  1303.8  510.4
Alabama  escambia  1999  1  40.6  17.5
New Hampshire  grafton  2008  5  52.2  29.9
Texas  el paso  2007  5  790.6  266.9
Colorado  morgan  2001  1  22.0  9.0
Wisconsin  shawano  2003  1  47.0  23.2
New Jersey  warren  2007  2  304.5  125.9
Texas  andrews  2001  1  9.9  3.9
South Carolina  horry  1998  1  173.4  107.7
Georgia  monroe  2007  1  66.8  27.1
Texas  jim hogg  2008  1  4.7  2.1
Texas  gillespie  2000  1  19.6  9.3
Wyoming  uinta  2002  2  10.1  4.2
Arizona  pinal  1999  11  33.5  15.1
Georgia  chatham  1995  1  529.7  227.5
Michigan  montcalm  2000  1  86.5  36.6
Vermont  orange  2004  1  42.1  21.6
Massachusetts  plymouth  2002  5  750.9  303.7
Oklahoma  garfield  1992  1  54.6  24.6
Maine  cumberland  1998  3  317.9  146.7
North Carolina  mitchell  2004  1  70.4  39.3
Indiana  clay  2005  1  75.2  32.7
Colorado  mesa  2003  6  44.1  18.8
Indiana  tippecanoe  2008  2  345.7  142.2
New York  ulster  2000  1  157.8  68.9
North Carolina  cumberland  2004  3  489.7  207.8
Nevada  washoe  1998  5  53.5  22.7
Texas  wichita  2009  1  209.5  88.5
Massachusetts  barnstable  1999  2  561.9  371.9
Pennsylvania  washington  2010  3  242.5  108.5
Ohio  delaware  1993  1  248.6  95.8
Ohio  warren  2005  2  530.0  201.2
Indiana  vanderburgh  1993  1  732.9  325.3
Minnesota  norman  2007  1  7.9  3.9
Missouri  boone  1996  2  197.6  82.7
Minnesota  sherburne  1993  1  147.6  52.3
Iowa  chickasaw  2008  1  24.7  11.3
Rhode Island  washington  2000  3  371.3  170.7
Georgia  columbia  2000  1  307.9  114.9
California  orange  1995  13  3605.6  1228.1
Michigan  lenawee  2004  3  133.3  58.0
New Mexico  lincoln  2008  1  4.2  3.6
Pennsylvania  armstrong  2005  1  105.5  49.8
Georgia  ware  2004  1  40.7  18.3
Virginia  pittsylvania  2009  1  65.5  32.3
Wisconsin  dodge  2004  1  101.4  42.3
Texas  dallas  1996  1  2522.6  971.0
Ohio  lawrence  2009  2  137.7  60.9
New Mexico  santa fe  2007  7  75.5  37.3
Washington  spokane  2003  6  267.2  114.2
Mississippi  lauderdale  1995  1  111.1  47.5
Michigan  livingston  2006  2  320.2  128.8
Maryland  anne arundel  2003  3  1295.9  512.3
Pennsylvania  monroe  2008  2  279.2  132.1
New Hampshire  rockingham  2000  7  399.1  162.6
New Jersey  burlington  2007  6  561.9  219.9
Michigan  oakland  1998  5  1368.6  563.9
Missouri  jefferson  2009  1  333.1  133.4
Washington  douglas  2009  4  21.1  8.8
Illinois  macon  2004  1  190.8  86.9
Indiana  clark  2005  1  295.6  128.1
Kentucky  kenton  2005  3  996.7  430.4
Arkansas  sebastian  2007  1  236.4  102.7
Illinois  montgomery  2002  1  42.8  18.6
North Carolina  mecklenburg  1994  1  1321.5  556.3
Colorado  teller  2005  1  41.9  22.7
Ohio  perry  2000  1  83.2  33.3
Florida  gadsden  2007  1  89.8  37.8
Minnesota  goodhue  2003  1  61.0  26.9
Georgia  clarke  2006  2  979.1  428.4
Oregon  lane  2002  7  77.2  34.3
Indiana  morgan  2003  1  170.5  68.7
Alabama  mobile  2009  2  335.9  144.9
Nebraska  sarpy  2003  5  664.6  259.2
Montana  cascade  2007  1  30.1  13.8
Oregon  curry  2004  1  13.7  7.8
North Carolina  pender  1999  1  47.2  23.9
North Carolina  wilkes  2003  2  91.9  43.8
Maine  hancock  2007  3  34.3  25.3
Iowa  floyd  2006  1  32.6  15.0
Ohio  stark  1999  2  656.3  272.5
Pennsylvania  butler  1996  1  220.8  88.6
Oregon  josephine  1992  1  46.2  20.3
California  san joaquin  1996  4  402.8  135.2
Oklahoma  tulsa  2008  4  1058.1  470.7
Montana  roosevelt  2009  1  4.4  1.7
Tennessee  knox  2007  2  850.5  383.6
South Dakota  meade  1999  1  7.0  2.9
Colorado  chaffee  2004  2  17.6  9.9
Texas  grayson  2004  5  129.6  57.6
Minnesota  chisago  1998  1  98.4  37.2
Washington  mason  2002  1  63.3  33.9
Kentucky  boyle  2004  1  157.8  68.3
Texas  gray  1999  1  24.5  11.4
Florida  alachua  2007  1  282.7  128.9
Kentucky  laurel  1994  1  121.0  51.2
Pennsylvania  cumberland  1999  2  388.4  158.0
Arkansas  washington  2008  3  215.6  93.2
Tennessee  blount  1995  1  189.5  84.3
Georgia  dekalb  2004  2  2585.7  1139.7
Oregon  douglas  2008  1  21.4  9.7
West Virginia  ohio  1999  1  446.7  208.8
Georgia  liberty  2005  1  129.5  54.6
Massachusetts  middlesex  1999  5  1779.6  700.3
Wisconsin  rock  1994  1  211.4  86.3
Texas  leon  2010  1  15.7  8.9
Texas  nueces  1998  2  375.3  147.2
Iowa  carroll  2001  1  36.6  16.5
New York  new york  2010  9  69468.4  37106.4
South Dakota  todd  2007  1  6.9  2.3
Indiana  hamilton  2006  7  696.4  270.8
Kansas  miami  2007  1  57.0  22.9
Wisconsin  lincoln  2009  1  32.7  19.1
Wyoming  natrona  2006  1  14.1  6.3
Ohio  wood  2001  5  203.3  86.5
Florida  marion  2005  4  209.1  103.5
Iowa  story  2000  1  139.6  53.5
Michigan  jackson  2003  1  228.4  99.0
Washington  pierce  2010  8  476.3  194.9
Utah  salt lake  1996  1  1218.4  421.7
North Carolina  robeson  2006  1  141.3  55.6
Washington  benton  1996  1  83.7  32.9
California  stanislaus  1992  1  299.2  101.0
California  monterey  2000  3  120.9  39.6
California  ventura  2002  27  446.7  152.8
Illinois  lee  1999  1  49.7  19.7
New Mexico  curry  2002  1  34.4  14.3
New York  sullivan  2000  2  76.3  46.1
New York  schuyler  1996  2  58.5  27.9
New York  schenectady  1998  1  711.1  315.5
Florida  polk  2005  11  334.9  156.4
Georgia  union  2005  2  66.3  43.6
Indiana  vigo  2009  2  267.4  114.1
Virginia  washington  1998  2  90.8  40.8
New Jersey  mercer  2009  4  1632.2  637.6
Pennsylvania  clearfield  1998  1  72.7  33.0
Arkansas  marion  1999  1  27.0  13.8
Michigan  delta  2009  1  31.7  17.3
New York  livingston  2005  3  103.5  42.9
Texas  falls  2008  1  23.3  10.1
Rhode Island  providence  1999  3  1504.1  612.7
Wisconsin  juneau  1995  1  31.7  16.1
Texas  van zandt  2010  1  62.4  27.1
California  santa barbara  2005  14  155.0  55.9
Arkansas  jackson  2002  1  28.4  12.0
South Dakota  kingsbury  2001  1  6.2  3.3
